hebrew,count,english_translation,transliteration
לאלה,15,To those,lʾlh
סובלים,15,Suffer,swvlym
הורדת,15,Download,hwrdt
ללשון,15,To the tongue,llšwn
וקצת,15,And a little,wqṣt
מעניינות,15,Interesting,mʿnyynwt
לחיי,15,To my life,lḥyy
קדושים,15,Saints,qdwšym
רייגן,15,Reagan,ryygn
בוחרים,15,Choosing,vwḥrym
שידע,15,Who knew,šydʿ
בניהול,15,In managing,vnyhwl
יזכה,15,Will win,yzkh
משפחתה,15,Her family,mšpḥth
התקבל,15,Has been accepted,htqvl
רפואית,15,Medical,rpwʾyt
נכות,15,disability,nkwt
עוזרת,15,maid,ʿwzrt
מתרחשת,15,Occurs,mtrḥšt
תפקוד,15,functioning,tpqwd
הראשוני,15,The initial,hrʾšwny
אחי,15,My brother,ʾḥy
להשתלב,15,integrate,lhštlv
המצאת,15,Inventing,hmṣʾt
צדדית,15,Sides,ṣddyt
מינה,15,Appointed,mynh
רמי,15,rummy,rmy
בוועדה,15,In the committee,vwwʿdh
יקבלו,15,Will receive,yqvlw
וזכה,15,And won,wzkh
עולמי,15,global,ʿwlmy
רעה,15,evil,rʿh
בממשלה,15,In the government,vmmšlh
הועלתה,15,Has been raised,hwʿlth
לוויין,15,Satellite,lwwyyn
שיכולים,15,Who can,šykwlym
בפעולות,15,In actions,vpʿwlwt
לבתי,15,To my daughter,lvty
נמשיך,15,We will continue,nmšyk
בקנה,15,In the barrel,vqnh
צופים,15,Viewers,ṣwpym
למשהו,15,For something,lmšhw
לפופולריות,15,To popularity,lpwpwlrywt
מהאתר,15,From the site,mhʾtr
מפשע,15,Crime,mpšʿ
וראש,15,And head,wrʾš
הנהלים,15,The procedures,hnhlym
מזיק,15,harmful,mzyq
בתוספת,15,Plus,vtwspt
מצוינת,15,Excellent,mṣwynt
נכלל,15,Included,nkll
מובהק,15,distinct,mwvhq
זכיתי,15,I have won,zkyty
מחלקות,15,Departments,mḥlqwt
היהודיות,15,The Jews,hyhwdywt
הכתר,15,The crown,hktr
מזרחית,15,East,mzrḥyt
היצורים,15,The creatures,hyṣwrym
היסטוריים,15,Historical,hysṭwryym
ששמו,15,Its name,ššmw
לפרק,15,dismantle,lprq
נוכח,15,present,nwkḥ
ההתייחסות,15,The reference,hhtyyḥswt
בולטת,15,Prominent,vwlṭt
הסתיימה,15,Ended,hstyymh
פלג,15,faction,plg
דגים,15,Fish,dgym
המסורתי,15,Traditional,hmswrty
הגנת,15,Protection,hgnt
הסוכנות,15,The agency,hswknwt
רצתה,15,She wanted,rṣth
המקומי,15,The local,hmqwmy
להרים,15,lift,lhrym
גבה,15,eyebrow,gvh
עושות,15,Do,ʿwšwt
יפתח,15,Will open,yptḥ
אוריאל,15,Uriel,ʾwryʾl
ככלל,15,As a rule,kkll
בחיוך,15,With a smile,vḥywk
למילה,15,For the word,lmylh
לזוג,15,couple,lzwg
ליאור,15,Lior,lyʾwr
אדירה,15,Tremendous,ʾdyrh
אדיר,15,mighty,ʾdyr
הקורבנות,15,The victims,hqwrvnwt
הדרכה,15,training,hdrkh
ההכשרה,15,Training,hhkšrh
מטרתו,15,Its purpose,mṭrtw
שייכים,15,Belong to,šyykym
יציב,15,stable,yṣyv
רופאים,15,Doctors,rwpʾym
האישור,15,Permit,hʾyšwr
באפריקה,15,In Africa,vʾpryqh
נעצר,15,arrested,nʿṣr
המוקדמות,15,The early,hmwqdmwt
גרמנים,15,Germans,grmnym
לביקורות,15,For reviews,lvyqwrwt
בנוי,15,Built,vnwy
טנק,15,tank,ṭnq
התקדמות,15,progress,htqdmwt
מתוחכם,15,sophisticated,mtwḥkm
שבט,15,tribe,švṭ
החשבון,15,The account,hḥšvwn
המודל,15,The model,hmwdl
לגן,15,For garden,lgn
המדעית,15,Scientific,hmdʿyt
מעגל,15,circle,mʿgl
השלכות,15,Implications,hšlkwt
מחזור,15,cycle,mḥzwr
נתוני,15,Data,ntwny
הנקודות,15,The points,hnqwdwt
האף,15,Nose,hʾp
קוראי,15,Readers,qwrʾy
מצה,15,Matzah,mṣh
הצהריים,15,Noon,hṣhryym
סיקור,15,Coverage,syqwr
שעושים,15,Who do,šʿwšym
כבן,15,As a son,kvn
שלושים,15,thirty,šlwšym
וחמש,15,And five,wḥmš
התזמורת,15,The orchestra,htzmwrt
המסעדה,15,The restaurant,hmsʿdh
מסדרת,15,A series,msdrt
וו,15,hook,ww
הסתכלתי,15,I looked,hstklty
חולצה,15,shirt,ḥwlṣh
הריכוז,15,Concentration,hrykwz
הרישום,15,The registration,hryšwm
הירדן,15,The Jordan,hyrdn
ברכב,15,In a vehicle,vrkv
שפע,15,abundance,špʿ
חוקיות,15,legality,ḥwqywt
החפירות,15,Excavations,hḥpyrwt
התקיים,15,Took place,htqyym
המבצר,15,The fortress,hmvṣr
למדע,15,To science,lmdʿ
גבורה,15,heroism,gvwrh
היחידי,15,The only one,hyḥydy
הכהן,15,The priest,hkhn
ההיסטורית,15,Historical,hhysṭwryt
באלימות,15,Violently,vʾlymwt
שטחי,15,superficial,šṭḥy
זניח,15,Negligible,znyḥ
הגנרל,15,The general,hgnrl
באש,15,On fire,vʾš
שנעשו,15,Made,šnʿšw
ללימוד,15,To study,llymwd
רצו,15,Have wanted,rṣw
הגבר,15,The man,hgvr
מצבה,15,gravestone,mṣvh
כיכר,15,A square,kykr
במאבק,15,In the fight,vmʾvq
קווים,15,Lines,qwwym
מפלצות,15,Monsters,mplṣwt
פגישה,15,meeting,pgyšh
בחלקים,15,In parts,vḥlqym
אבק,15,dust,ʾvq
אנושית,15,Human,ʾnwšyt
הקשורות,15,Associated with,hqšwrwt
רפואיים,15,Medical,rpwʾyym
פרטיות,15,privacy,prṭywt
טיסות,15,Flights,ṭyswt
בקטע,15,In the section,vqṭʿ
לנוח,15,rest,lnwḥ
בכדור,15,In the ball,vkdwr
מרשימת,15,List,mršymt
פוליטיקאים,15,Politicians,pwlyṭyqʾym
הנפט,15,Oil,hnpṭ
תסכים,15,Will agree,tskym
מליון,15,A million,mlywn
נעימה,15,tone,nʿymh
בפורנוגרפיה,15,In pornography,vpwrnwgrpyh
הפעולות,15,The actions,hpʿwlwt
תחילתה,15,Its beginning,tḥylth
למין,15,sort,lmyn
כמקור,15,As a source,kmqwr
להגדרה,15,For definition,lhgdrh
צניעות,15,modesty,ṣnyʿwt
מילר,15,Miller,mylr
ההוכחה,15,Proof,hhwkḥh
לאבד,15,lose,lʾvd
נאסר,15,Was banned,nʾsr
שעכשיו,15,Now,šʿkšyw
שריר,15,muscle,šryr
הררי,15,mountainous,hrry
רומא,15,Rome,rwmʾ
ביקשו,15,Asked for,vyqšw
נימוקים,15,Reasons,nymwqym
ולגבי,15,And for,wlgvy
טיעונים,15,Arguments,ṭyʿwnym
המשפחתי,15,The family,hmšpḥty
לינקולן,15,Lincoln,lynqwln
מסמל,15,Signifies,msml
ריח,15,smell,ryḥ
המסמך,15,The document,hmsmk
גשם,15,rain,gšm
והרי,15,After all,whry
להקות,15,Bands,lhqwt
הנפגעים,15,The casualties,hnpgʿym
תפקידה,15,Role,tpqydh
שאכן,15,Indeed,šʾkn
השפיע,15,Influenced,hšpyʿ
סטודנט,15,student,sṭwdnṭ
נפח,15,volume,npḥ
גב,15,back,gv
נסע,15,Traveled,nsʿ
צוחק,15,Laughs,ṣwḥq
סודי,15,secret,swdy
נאה,15,handsome,nʾh
מהעבודה,15,From work,mhʿvwdh
מקופת,15,From a period,mqwpt
בקופת,15,In the box,vqwpt
דנה,15,Dana,dnh
הצהרה,15,statement,hṣhrh
טיפולי,15,Therapeutic,ṭypwly
שעתיים,15,Two hours,šʿtyym
מחודש,15,renewed,mḥwdš
הופסקה,15,Has been discontinued,hwpsqh
להקפיד,15,Make sure,lhqpyd
הכשרות,15,Kosher,hkšrwt
הדרישות,15,The requirements,hdryšwt
לחצו,15,Press,lḥṣw
פירוק,15,Dismantling,pyrwq
קראה,15,Read,qrʾh
השיבה,15,Replied,hšyvh
עיניה,15,Her eyes,ʿynyh
ושתי,15,And two,wšty
כנפיים,15,Wings,knpyym
תרשים,15,chart,tršym
תפסיק,15,Stop,tpsyq
אהב,15,Liked,ʾhv
מכר,15,sale,mkr
תומר,15,Tomer,twmr
מתה,15,Died,mth
חדרה,15,A room,ḥdrh
קשת,15,arch,qšt
שמחים,15,Happy,šmḥym
ול,15,And,wl
איזכור,15,A mention,ʾyzkwr
לכינוי,15,To the nickname,lkynwy
קדומות,15,Ancients,qdwmwt
תנו,15,Give,tnw
לצחוק,15,laugh,lṣḥwq
תחשוב,15,Think,tḥšwv
פסיכולוגיה,15,psychology,psykwlwgyh
ואח,15,And l,wʾḥ
בויקישיתוף,15,In a drummer,vwyqyšytwp
להתפתח,15,develop,lhtptḥ
מספיקה,15,Is enough,mspyqh
ישעיהו,15,Isaiah,yšʿyhw
הנחיתה,15,Landing,hnḥyth
ממלכת,15,Kingdom,mmlkt
אורכו,15,Its length,ʾwrkw
תורמים,15,Contributors,twrmym
הצפיפות,15,The density,hṣpypwt
הוסרו,15,Have been removed,hwsrw
כמדומני,15,As well,kmdwmny
מתעקש,15,Insists,mtʿqš
ברובם,15,Most of them,vrwvm
הציור,15,The painting,hṣywr
המקביל,15,Corresponding,hmqvyl
מעריצים,15,Fans,mʿryṣym
לימין,15,To the right,lymyn
מכוסה,15,covered,mkwsh
מלאכה,15,craft,mlʾkh
ברלין,15,Berlin,vrlyn
למחוז,15,To the district,lmḥwz
השמיני,15,The eighth,hšmyny
בעיקרון,15,Basically,vʿyqrwn
כתיבתו,15,His writing,ktyvtw
למקורות,15,To the sources,lmqwrwt
מימן,15,hydrogen,mymn
והייתה,15,And was,whyyth
הקתדרלה,15,The cathedral,hqtdrlh
שיפוץ,15,Renovation,šypwṣ
נין,15,great grandchild,nyn
חלוקות,15,Divisions,ḥlwqwt
המפעיל,15,The operator,hmpʿyl
מהתבנית,15,From the mold,mhtvnyt
לארכב,15,crank,lʾrkv
גלויה,15,postcard,glwyh
גפן,15,vine,gpn
דמוקרטי,15,democratic,dmwqrṭy
איגוד,15,A union,ʾygwd
התכוונת,15,You meant,htkwwnt
מפוזרים,15,Scattered,mpwzrym
רבן,15,A rabbi,rvn
עמיחי,15,Amichai,ʿmyḥy
חוג,15,circle,ḥwg
תורגמו,15,Translated,twrgmw
הוצעו,15,Have been offered,hwṣʿw
התעתיק,15,The transcript,htʿtyq
כראש,15,As a head,krʾš
הבהרת,15,Clarification,hvhrt
סבירות,15,reasonability,svyrwt
בצפת,15,In Safed,vṣpt
דורשת,15,Requires,dwršt
תלמוד,15,Talmud,tlmwd
לורנס,15,Lawrence,lwrns
הבחינות,15,The exams,hvḥynwt
טאו,15,Tao,ṭʾw
חוצפה,15,gall,ḥwṣph
במקורות,15,In the sources,vmqwrwt
ארמסטרונג,15,Armstrong,ʾrmsṭrwng
עניינית,15,A matter of fact,ʿnyynyt
האיכות,15,The quality,hʾykwt
גלקסיות,15,Galaxies,glqsywt
מחבלים,15,Terrorists,mḥvlym
לסדרת,15,For a series,lsdrt
הצמד,15,The pair,hṣmd
סבבה,15,Good,svvh
פגעו,15,Hit,pgʿw
ואשמח,15,And would be happy,wʾšmḥ
אבדוק,15,I will check,ʾvdwq
בעיניך,15,To your eyes,vʿynyk
בנאי,15,constructor,vnʾy
בגרמנית,15,In German,vgrmnyt
מנהג,15,custom,mnhg
נצרות,15,Christianity,nṣrwt
השחית,15,The corruption,hšḥyt
למושג,15,To the concept,lmwšg
נינצ,15,Ninc,nynṣ
כחודש,15,About a month,kḥwdš
גרוזיה,15,Georgia,grwzyh
השכתוב,15,Rewrite,hšktwv
היפוך,15,Reversal,hypwk
מבלבל,15,confusing,mvlvl
להרחבה,15,For an extension,lhrḥvh
צבר,15,Sabra,ṣvr
פלילי,15,criminal,plyly
הזכרים,15,The males,hzkrym
מנהלת,15,Manager,mnhlt
פרסי,15,Persian,prsy
וורד,15,Word,wwrd
תקפה,15,Valid,tqph
השחור,15,The black,hšḥwr
עובדתי,15,factual,ʿwvdty
מועתק,15,copied,mwʿtq
פירושו,15,Means,pyrwšw
שחזור,15,reconstruction,šḥzwr
המדויק,15,The exact,hmdwyq
משוואות,15,Equations,mšwwʾwt
מאיזה,15,From which,mʾyzh
יי,15,Yi,yy
זולה,15,Cheap,zwlh
ישוב,15,settlement,yšwv
נמל,15,port,nml
לגזור,15,cut,lgzwr
בביטוי,15,In the phrase,vvyṭwy
הטורקית,15,Turkish,hṭwrqyt
סופי,15,final,swpy
ישמעאל,15,Ishmael,yšmʿʾl
האסטרונאוטים,15,The astronauts,hʾsṭrwnʾwṭym
הגלגלים,15,The wheels,hglglym
ההפצצות,15,The bombings,hhpṣṣwt
טליראן,15,Taliran,ṭlyrʾn
אורחות,15,Guests,ʾwrḥwt
ימורי,15,Yumori,ymwry
הפעוט,15,Toddler,hpʿwṭ
השמועות,14,Rumors,hšmwʿwt
שנולד,14,Born,šnwld
וחוסר,14,And lack,wḥwsr
ואבא,14,And dad,wʾvʾ
הסיר,14,The pot,hsyr
מאחור,14,behind,mʾḥwr
ביקשה,14,Asked for,vyqšh
באיש,14,In a man,vʾyš
מסוגלת,14,Capable,mswglt
בתקופות,14,During periods,vtqwpwt
מגדיר,14,Defines,mgdyr
איזון,14,Balance,ʾyzwn
במעבדה,14,In the lab,vmʿvdh
לנקודת,14,To a point,lnqwdt
לשוחח,14,talk,lšwḥḥ
סל,14,basket,sl
מייצרים,14,Produce,myyṣrym
גיליתי,14,I discovered,gylyty
הבחור,14,The guy,hvḥwr
לטובה,14,for the better,lṭwvh
רשם,14,registrar,ršm
הלבוש,14,Attire,hlvwš
סיבת,14,A cause,syvt
במערכות,14,In systems,vmʿrkwt
כלא,14,prison,klʾ
שיבוא,14,To come,šyvwʾ
מקומה,14,Place,mqwmh
מהתחלה,14,at first,mhtḥlh
ביחסים,14,In the relationship,vyḥsym
להכריז,14,declare,lhkryz
להגביל,14,limit,lhgvyl
מגבלות,14,Restrictions,mgvlwt
התביעה,14,The claim,htvyʿh
במפגש,14,In the meeting,vmpgš
נדע,14,We will know,ndʿ
כשאין,14,When there is no,kšʾyn
מביאה,14,Brings,mvyʾh
שמור,14,Reserved,šmwr
מתאימות,14,Fit,mtʾymwt
לאינטרנט,14,Internet,lʾynṭrnṭ
ערכית,14,Value,ʿrkyt
מהדורות,14,Editions,mhdwrwt
מרגישים,14,Feel,mrgyšym
למידה,14,learning,lmydh
חילוניים,14,Secular,ḥylwnyym
פריטים,14,Items,pryṭym
רחוקות,14,Far away,rḥwqwt
להוות,14,constitute,lhwwt
פועלות,14,proletariat,pwʿlwt
למים,14,To water,lmym
שאחד,14,That one,šʾḥd
במחצית,14,In half,vmḥṣyt
כחבר,14,As a friend,kḥvr
הניסיון,14,Attempt,hnysywn
מרכיב,14,component,mrkyv
קבלו,14,Get,qvlw
הרגשות,14,The emotions,hrgšwt
השלב,14,The phase,hšlv
השפעתו,14,His influence,hšpʿtw
יאנג,14,Young,yʾng
ממונה,14,superior,mmwnh
המקומיות,14,Locals,hmqwmywt
הבדיקות,14,The tests,hvdyqwt
השיב,14,Replied,hšyv
יישובים,14,Settlements,yyšwvym
מוקד,14,focus,mwqd
היישובים,14,The localities,hyyšwvym
שהביא,14,That brought,šhvyʾ
בבנק,14,In the bank,vvnq
הדרום,14,South,hdrwm
שימור,14,Preservation,šymwr
און,14,And,ʾwn
חוסיין,14,Hussein,ḥwsyyn
צפוף,14,dense,ṣpwp
שבמקרה,14,In the case of,švmqrh
נוצרת,14,Formed,nwṣrt
השורות,14,The lines,hšwrwt
שכולנו,14,That we all,škwlnw
בעקבותיו,14,In the wake of it,vʿqvwtyw
פלילית,14,Criminal,plylyt
ואולם,14,But,wʾwlm
דאז,14,then,dʾz
המסר,14,The message,hmsr
הממונה,14,The supervisor,hmmwnh
וערכים,14,And values,wʿrkym
המועמדים,14,Candidates,hmwʿmdym
ממאה,14,From a century,mmʾh
תוחלת,14,expectation,twḥlt
הרופא,14,The doctor,hrwpʾ
ממערכת,14,From a system,mmʿrkt
הפסקת,14,A break,hpsqt
ממשפחת,14,From a family,mmšpḥt
הסרטן,14,The cancer,hsrṭn
מכתבים,14,Letters,mktvym
למאה,14,To a century,lmʾh
קדומה,14,Ancient,qdwmh
המלח,14,The salt,hmlḥ
במפעל,14,In a factory,vmpʿl
נדירים,14,Rare,ndyrym
שלקח,14,Who took,šlqḥ
סודות,14,Secrets,swdwt
בקשתו,14,His request,vqštw
האותיות,14,The letters,hʾwtywt
מחכים,14,Are waiting for,mḥkym
השתנו,14,Changed,hštnw
התרומה,14,The donation,htrwmh
מהגרים,14,Migrants,mhgrym
להתעסק,14,mess,lhtʿsq
בשפת,14,In the language,všpt
המצביעים,14,Voters,hmṣvyʿym
בדואר,14,by mail,vdwʾr
העיתונים,14,The newspapers,hʿytwnym
לחוש,14,sense,lḥwš
בייחוד,14,Especially,vyyḥwd
לשבור,14,break,lšvwr
תסמונת,14,syndrome,tsmwnt
קרויה,14,Called,qrwyh
ממצאים,14,Findings,mmṣʾym
הלחץ,14,The pressure,hlḥṣ
מופנה,14,directed,mwpnh
המס,14,The tax,hms
מבחוץ,14,from outside,mvḥwṣ
בבעלות,14,Owned,vvʿlwt
מדויקים,14,Precise,mdwyqym
צעדים,14,Steps,ṣʿdym
יכלו,14,Could,yklw
ושלוש,14,And three,wšlwš
היחידים,14,The only ones,hyḥydym
ניצחה,14,Won,nyṣḥh
הפסיד,14,Has lost,hpsyd
שחושב,14,Who thinks,šḥwšv
יונייטד,14,United,ywnyyṭd
וכאשר,14,And when,wkʾšr
דון,14,don,dwn
קריאות,14,readability,qryʾwt
האיטלקי,14,Italian,hʾyṭlqy
משלושה,14,From three,mšlwšh
הבעייה,14,The problem,hvʿyyh
החוזה,14,The contract,hḥwzh
התרחש,14,Occurred,htrḥš
הנגב,14,The Negev,hngv
במשהו,14,In something,vmšhw
התגלה,14,Has been discovered,htglh
באורך,14,In length,vʾwrk
הרלוונטיים,14,Relevant,hrlwwnṭyym
הדרכים,14,The ways,hdrkym
התחושה,14,The feeling,htḥwšh
העברה,14,transference,hʿvrh
נחשבו,14,Were considered,nḥšvw
איציק,14,Itzik,ʾyṣyq
בברזיל,14,In Brazil,vvrzyl
אסתר,14,Esther,ʾstr
פרסים,14,Awards,prsym
מוזכרת,14,Mentioned,mwzkrt
שניתנו,14,Rendered,šnytnw
שעת,14,Time,šʿt
המאמץ,14,The effort,hmʾmṣ
זעם,14,rage,zʿm
חודשי,14,Monthly,ḥwdšy
האנטי,14,Anti,hʾnṭy
החברתי,14,The social,hḥvrty
משירות,14,From service,mšyrwt
סלע,14,rock,slʿ
שחל,14,That applies,šḥl
לקבוצת,14,To the group,lqvwṣt
בחומרים,14,In the materials,vḥwmrym
שומן,14,fat,šwmn
התקפות,14,Attacks,htqpwt
מעקב,14,tracking,mʿqv
העסקים,14,Business,hʿsqym
בלימודי,14,In my studies,vlymwdy
לשר,14,To the minister,lšr
שוחררו,14,Have been released,šwḥrrw
ליברמן,14,Lieberman,lyvrmn
דולרים,14,Dollars,dwlrym
שוני,14,difference,šwny
מתוק,14,sweet,mtwq
בחג,14,On holiday,vḥg
תערובת,14,mixture,tʿrwvt
נישואים,14,Marriage,nyšwʾym
שבן,14,A son,švn
בשנית,14,Again,všnyt
ערכו,14,Edited,ʿrkw
משלוש,14,triangular,mšlwš
אהרון,14,Aaron,ʾhrwn
בדמות,14,In the character,vdmwt
לבדה,14,by herself,lvdh
אישר,14,Confirmed,ʾyšr
חובות,14,Duties,ḥwvwt
הלשכה,14,The bureau,hlškh
המחוזות,14,The districts,hmḥwzwt
מחיי,14,From my life,mḥyy
מעבירים,14,Transfer,mʿvyrym
לימון,14,lemon,lymwn
אילת,14,Eilat,ʾylt
מבוטל,14,canceled,mvwṭl
הוציאה,14,Has issued,hwṣyʾh
שקטה,14,Quiet,šqṭh
ברכות,14,Blessings,vrkwt
השקעה,14,investment,hšqʿh
עבדו,14,Have worked,ʿvdw
משאירים,14,Leaving,mšʾyrym
הפרמטרים,14,The parameters,hprmṭrym
שחסר,14,Lacking,šḥsr
מכמה,14,From some,mkmh
מנהלי,14,administrative,mnhly
הכיתוב,14,The caption,hkytwv
נגיף,14,virus,ngyp
חיידקים,14,Bacteria,ḥyydqym
במעט,14,Slightly,vmʿṭ
למציאת,14,To find,lmṣyʾt
לשינויים,14,For changes,lšynwyym
לתחלואה,14,For a morbidity,ltḥlwʾh
וייתכן,14,And may,wyytkn
ההחלטות,14,The decisions,hhḥlṭwt
ראייה,14,Vision,rʾyyh
הנזק,14,The damage,hnzq
בצרפתית,14,In French,vṣrptyt
חמים,14,warm,ḥmym
מסקנות,14,Conclusions,msqnwt
נצחיה,14,Her eternity,nṣḥyh
גרמו,14,Have caused,grmw
גנים,14,Genes,gnym
ואב,14,And a father,wʾv
מתואר,14,described,mtwʾr
מבוא,14,introduction,mvwʾ
בכוונה,14,Intentionally,vkwwnh
רוצחים,14,Killers,rwṣḥym
מהעולם,14,From the world,mhʿwlm
שפשוט,14,Just,špšwṭ
באוטובוס,14,On the bus,vʾwṭwvws
דינה,14,Dina,dynh
נער,14,boy,nʿr
הקיר,14,The wall,hqyr
מוסר,14,moral,mwsr
הטקס,14,The ceremony,hṭqs
זלמן,14,Zalman,zlmn
אמירה,14,statement,ʾmyrh
הלשון,14,The tongue,hlšwn
לתשובה,14,For an answer,ltšwvh
העצים,14,The trees,hʿṣym
עיניי,14,My eyes,ʿynyy
חוט,14,wire,ḥwṭ
תכשיטים,14,jewelry,tkšyṭym
צבעוני,14,tulip,ṣvʿwny
אנה,14,Anna,ʾnh
אהבו,14,Loved,ʾhvw
איבר,14,organ,ʾyvr
למדוד,14,measure,lmdwd
תלויה,14,Depends on,tlwyh
בהדרגה,14,gradually,vhdrgh
רכוש,14,property,rkwš
ירון,14,Yaron,yrwn
הסמוך,14,Next,hsmwk
בכניסה,14,At the entrance,vknysh
ואחריו,14,Followed by,wʾḥryw
ציונים,14,Grades,ṣywnym
רעב,14,hunger,rʿv
בחפירות,14,In excavations,vḥpyrwt
זיוף,14,forgery,zywp
מפוקפק,14,questionable,mpwqpq
ההתיישבות,14,The settlement,hhtyyšvwt
המורדים,14,The rebels,hmwrdym
שעשו,14,Who made,šʿšw
המטבעות,14,The coins,hmṭvʿwt
שנמצאו,14,Found,šnmṣʾw
לחסל,14,eliminate,lḥsl
ידיו,14,His hands,ydyw
מצור,14,siege,mṣwr
הרומי,14,Roman,hrwmy
בקרבות,14,In the battles,vqrvwt
למוות,14,To death,lmwwt
מסדר,14,order,msdr
ובראשונה,14,And first,wvrʾšwnh
הציונות,14,Zionism,hṣywnwt
ברצח,14,In the murder,vrṣḥ
ישנים,14,Are old,yšnym
הקריאה,14,Reading,hqryʾh
מקומיות,14,Local,mqwmywt
במוח,14,In the brain,vmwḥ
פז,14,Paz,pz
מצויינת,14,Excellent,mṣwyynt
הבשר,14,The meat,hvšr
מודרני,14,modern,mwdrny
והרבה,14,And a lot,whrvh
נאס,14,Nas,nʾs
כאיש,14,As a man,kʾyš
דרושה,14,Required,drwšh
לדווח,14,To report,ldwwḥ
הבאתי,14,I brought,hvʾty
הזווית,14,Angle,hzwwyt
הטורניר,14,The tournament,hṭwrnyr
הסיום,14,The finish,hsywm
הנתון,14,The figure,hntwn
שידוע,14,Known,šydwʿ
ווקר,14,Walker,wwqr
העתיק,14,The ancient,hʿtyq
חוכמה,14,Wisdom,ḥwkmh
להכיל,14,contain,lhkyl
בפעולה,14,in action,vpʿwlh
עוקב,14,following,ʿwqv
אזרחית,14,Civilian,ʾzrḥyt
בינה,14,wisdom,vynh
הגיון,14,logic,hgywn
להכרה,14,To recognize,lhkrh
קנדי,14,Canadian,qndy
קנדה,14,Canada,qndh
עסקה,14,transaction,ʿsqh
המתנגדים,14,Opponents,hmtngdym
נובע,14,Derived from,nwvʿ
קובעת,14,Determines,qwvʿt
יימצא,14,Will be found,yymṣʾ
החוקה,14,The constitution,hḥwqh
בסרטי,14,In the movies,vsrṭy
שנערכו,14,Made,šnʿrkw
שמותר,14,Allowed,šmwtr
תורם,14,donor,twrm
באתרי,14,On the sites,vʾtry
נסו,14,Try,nsw
קורבן,14,Victim,qwrvn
הצער,14,The grief,hṣʿr
כוונת,14,Intention,kwwnt
האסלאם,14,Islam,hʾslʾm
גמישות,14,flexibility,gmyšwt
בנקודה,14,At a point,vnqwdh
ובאופן,14,And in a way,wvʾwpn
הגאולה,14,Redemption,hgʾwlh
אשכנז,14,Ashkenaz,ʾšknz
לחדש,14,renew,lḥdš
גלויות,14,openly,glwywt
ברצוני,14,I would like to,vrṣwny
יפות,14,Beautiful,ypwt
הקדיש,14,Dedicated,hqdyš
גרידא,14,Purely,grydʾ
הסובייטית,14,Soviet,hswvyyṭyt
בטבע,14,In nature,vṭvʿ
פלסטיק,14,Plastic,plsṭyq
שימושים,14,Uses,šymwšym
זוהר,14,shine,zwhr
לתקשר,14,To communicate,ltqšr
שיצר,14,Who created,šyṣr
רוג,14,Roga,rwg
טיסה,14,flight,ṭysh
לאלבום,14,To the album,lʾlvwm
ממי,14,From whom,mmy
יחידת,14,Unit,yḥydt
טכנולוגיה,14,technology,ṭknwlwgyh
מוזכרים,14,Are mentioned,mwzkrym
בתפקידים,14,In the roles,vtpqydym
הספה,14,The couch,hsph
קצינים,14,Officers,qṣynym
פלדה,14,steel,pldh
בפורום,14,In the forum,vpwrwm
החסידות,14,Hasidism,hḥsydwt
הערוץ,14,The channel,hʿrwṣ
זדון,14,malice,zdwn
חתום,14,signed,ḥtwm
השתלמות,14,advanced study,hštlmwt
לממש,14,realize,lmmš
מצריך,14,Requires,mṣryk
ותוך,14,And by,wtwk
ממשרד,14,From office,mmšrd
במידע,14,In information,vmydʿ
שהה,14,Stayed,šhh
משתתף,14,participant,mšttp
רישוי,14,Licensing,ryšwy
באירועים,14,At events,vʾyrwʿym
ניצולי,14,Survivors,nyṣwly
מד,14,gauge,md
לעת,14,For now,lʿt
תעשייה,14,Industry,tʿšyyh
תדאג,14,Will worry about,tdʾg
נראתה,14,Looked,nrʾth
מתנה,14,gift,mtnh
למקומות,14,To places,lmqwmwt
זכרון,14,memory,zkrwn
שלג,14,snow,šlg
אמצא,14,I will find,ʾmṣʾ
בקש,14,Request,vqš
הבופלו,14,The Buffalo,hvwplw
מתנות,14,Gifts,mtnwt
הבחנה,14,distinction,hvḥnh
לירח,14,To the moon,lyrḥ
שומעת,14,Hears,šwmʿt
צדקה,14,charity,ṣdqh
פרשים,14,Case,pršym
לנוע,14,move,lnwʿ
יאשק,14,Yak,yʾšq
הקטנות,14,The little ones,hqṭnwt
אחלה,14,Any,ʾḥlh
מכה,14,blow,mkh
בצפיפות,14,Densely,vṣpypwt
לקיומו,14,For its existence,lqywmw
חור,14,hole,ḥwr
הירוק,14,The green,hyrwq
לנוסח,14,To formulate,lnwsḥ
ירודה,14,Poor,yrwdh
בתיאטרון,14,In the theater,vtyʾṭrwn
חיסול,14,Elimination,ḥyswl
אינדקס,14,index,ʾyndqs
תשים,14,Put,tšym
ויקיחדשות,14,And rendered,wyqyḥdšwt
במכון,14,At Institute,vmkwn
חפירות,14,Excavations,ḥpyrwt
ארכאולוגיות,14,Archaeologies,ʾrkʾwlwgywt
והוספתי,14,And I added,whwspty
הויקיפדים,14,The Wikipedia,hwyqypdym
הוכתר,14,Was crowned,hwktr
לקורס,14,For a course,lqwrs
יליד,14,aborigine,ylyd
בוסניה,14,Bosnia,vwsnyh
לדרגת,14,To the rank,ldrgt
לימודים,14,Studies,lymwdym
שנויות,14,Are,šnwywt
בהצבעות,14,In votes,vhṣvʿwt
נסיונות,14,Attempts,nsywnwt
