hebrew,count,english_translation
מערכים,16,Arrays
ילדיו,16,His children
המכהן,16,The incumbent
הסקר,16,The survey
אימה,16,terror
הקונגרס,16,Congress
לתמוך,16,support
השתתפה,16,Participated
ולפי,16,And according to
אינטרס,16,interest
חידושים,16,Innovations
מסובך,16,complicated
פינלנד,16,Finland
אוסטריה,16,Austria
החוב,16,The debt
מאפשרים,16,Allow for
תעבור,16,Pass
פתחו,16,Open
הגן,16,The garden
למספרים,16,To numbers
הזר,16,The stranger
הנוגע,16,Relating to
מקומם,16,Their place
מפורטת,16,Detailed
להתמקד,16,focus
הדרוש,16,Required
שלל,16,loot
תחליף,16,replacement
החקירה,16,Investigation
בנסיבות,16,In circumstances
שעד,16,That until
פיתח,16,Has developed
החולה,16,The patient
ניסויים,16,Experiments
למבנה,16,To the structure
מהנדס,16,engineer
המוכר,16,The seller
שקדי,16,Almond
אבנר,16,Avner
מיידי,16,Instant
אישיים,16,Personal
כינוי,16,Nickname
הלל,16,praise
כתביו,16,His writings
האח,16,Brother
השעשועים,16,Theme
אליהן,16,To them
לבחירות,16,For elections
הכתב,16,The reporter
זקן,16,old
ייצוג,16,Representation
רינה,16,Rina
בתוכן,16,In content
מסתיים,16,Ends
הדיבור,16,Speech
משמשים,16,Are used
שאיננו,16,That we do not
חומות,16,Walls
שיער,16,Hair
חברתיות,16,Social
ארוחה,16,meal
התיירות,16,Tourism
לפתרון,16,To solve
מאזור,16,From an area
שממנו,16,From which
הרמטכ,16,The chick
ובעולם,16,And in the world
לגרסה,16,To the version
הזהות,16,Identity
הלחימה,16,The fighting
הוציאו,16,Have taken out
מעיד,16,Indicates
התגלו,16,Were discovered
כביכול,16,as it were
שחר,16,dawn
לטענה,16,To the claim
הקימו,16,Set up
גנאי,16,notoriety
ההרוגים,16,Killed
כניעה,16,surrender
מהווים,16,Constitute
הכיפורים,16,Yom Kippur
משאבים,16,Resources
גרעין,16,nucleus
מוזרים,16,Strange
רון,16,Ron
השכנים,16,Neighbors
נפרדת,16,Separate
אנושי,16,human
להיווצר,16,To form
ומאז,16,And since then
נשארת,16,Stayed
העצם,16,The bone
סיכום,16,Summary
חמורות,16,Severe
משמעו,16,Means
מסורתי,16,traditional
עוקבים,16,Follows
גמורה,16,Finished
מארק,16,Mark
אחורה,16,backwards
עליית,16,Immigration
משרדי,16,office
השישים,16,The sixties
מוגן,16,protected
פשעים,16,Crimes
תגיע,16,You will arrive
סייעה,16,Helped
יפים,16,Beautiful
וחסר,16,And missing
תופס,16,Catches
באר,16,well
היסטוריות,16,Historical
הברזל,16,The iron
כללו,16,Included
ששני,16,Two
מסורת,16,tradition
גורדון,16,Gordon
שיקגו,16,Chicago
לערכי,16,To values
מוגבלת,16,Limited
זרמים,16,Streams
מצאת,16,You found
אתו,16,With him
עמדת,16,A position
תצטרך,16,You'll need
מנקודת,16,From a point
רכיב,16,component
פטירה,16,demise
בסרטן,16,Cancer
קבורה,16,burial
מימון,16,A funding
נפגעי,16,A casualty
גופים,16,Bodies
חלים,16,Applies
חופשת,16,Vacation
זכאית,16,Entitled to
השלים,16,Completed
ללשכת,16,To the bureau
פרמטרים,16,Parameters
קיץ,16,summer
עופרת,16,lead
מוגבלות,16,Disabled
המבנים,16,The buildings
נראו,16,Have been seen
מענין,16,interesting
הספור,16,The story
השחר,16,Dawn
הכריז,16,Declared
חיב,16,A fond of
הפתוחה,16,Open
אכל,16,food
יכל,16,could
המתאימה,16,That is appropriate
רפאים,16,Ghosts
הרגל,16,habit
נחכה,16,We will wait
החתול,16,Cat
העורב,16,The crow
נפצע,16,Wounded
הבחינה,16,The exam
דקה,16,minute
שכחתי,16,I forgot
שמר,16,Saved
קסטנר,16,Castner
גורדי,16,Gordi
בברלין,16,In Berlin
אפשטיין,16,Epstein
הנבחרות,16,The teams
התאחדות,16,union
האולימפיאדה,16,The Olympics
נבה,16,Gallop
בחינות,16,Exams
מייסדי,16,The founders
מונרכיה,16,monarchy
ברובע,16,In a borough
המשטר,16,The regime
מקצה,16,From allocating
נרצח,16,murdered
בקנדה,16,In Canada
דל,16,poor
בהיעדר,16,In the absence
רלוונטיים,16,Relevant
המתמטיקה,16,Mathematics
איינשטיין,16,Einstein
מאנגלית,16,From English
במירוץ,16,In the race
בידך,16,In your hand
לנצרות,16,To Christianity
לצמיתות,16,permanently
לזכרו,16,In his memory
כרונולוגי,16,chronological
בינו,16,Between him
חזית,16,front
פסקת,16,A break
ביקשת,16,You have asked for
לקוראים,16,To readers
מסווג,16,classified
להצבעת,16,To a vote
בכיכר,16,In the square
שדרות,16,Sderot
נייטרליות,16,Neutrality
הנמל,16,The harbor
וינה,16,Vienna
מפורסמים,16,Famous
גרוס,16,Gross
השפות,16,The languages
התקבלו,16,Have been accepted
האדריכל,16,The architect
כעשרים,16,About twenty
איי,16,Ery
משתי,16,From two
אדריכלות,16,architecture
פיין,16,Payne
עיבוד,16,Processing
שהתמונה,16,That the picture
שליליים,16,Negative
להמליץ,16,recommend
אלברט,16,Albert
ללחוץ,16,press
חומה,16,wall
מדוייק,16,Accurate
צורם,16,jarring
מייק,16,Mike
תרומתך,16,Your contribution
שהוספתי,16,Which I added
עציון,16,Etzion
שגיאת,16,Error
אבסורד,16,absurd
דובי,16,bearish
באקספלורר,16,In the Explorer
מגוחכת,16,Ridiculous
נקבה,16,female
נספו,16,Perished
גרוסמן,16,Grossman
חלוץ,16,pioneer
פון,16,From
נוסע,16,passenger
מושחת,16,corrupt
גרעינית,16,Nuclear
אשנה,16,Ash
אפיפיור,16,pope
אחפש,16,I will look for
ויקרא,16,And read
הרציונליים,16,The rational
המיטה,16,The bed
נביות,16,Niche
השוקולד,15,The chocolate
טעים,15,tasty
אתחיל,15,I'll start
טיפוס,15,typhus
לרכב,15,Car
הרחובות,15,The streets
בפנים,15,in
מקומית,15,Local
הלכו,15,Have gone
לברוח,15,escape
מבתי,15,From my daughter
הוסיפה,15,Has added
חווה,15,A farm
נתקל,15,Encountered
מושלמת,15,Perfect
בנתיים,15,In the meantime
המתנה,15,waiting
מתוכם,15,Of them
מסתדר,15,Gets along
הייתם,15,You have been
ניסתה,15,Tried
מזכירה,15,secretary
מבצעים,15,Offers
ואתם,15,And you
להתלונן,15,complain
הדירה,15,The apartment
המכתב,15,The letter
העתק,15,copy
מוצר,15,product
המוצר,15,The product
בהנחה,15,Assuming
נסיך,15,prince
מודעת,15,A conscious
הפער,15,The gap
התנגד,15,Resisted
ובהמשך,15,And later
להיפך,15,Vice versa
מצידי,15,On my part
ברגל,15,On foot
לביטחון,15,For security
הרגיש,15,Felt
ובאמת,15,And in fact
איבד,15,Lost
להיזהר,15,Be careful
במרד,15,In the rebellion
הכריזה,15,Has announced
בסרטים,15,In movies
הסרת,15,Removal
רחוקה,15,Distant
העיסוק,15,Occupation
נחשפו,15,Were exposed to
טיול,15,trip
מצווה,15,ordered
ממוצע,15,average
גודלו,15,Its size
מהות,15,essence
והוסיף,15,And added
הרצליה,15,Herzliya
שומרים,15,Guards
זכרו,15,Remember
נטו,15,net
שיעשה,15,To do
אלים,15,violent
באמצעים,15,By means
סבורים,15,Believe
ביקר,15,Visited
הגידול,15,Tumor
לגידול,15,To tumor
העומד,15,That stands
ברציפות,15,in a row
צומת,15,node
הסובייטי,15,Soviet
הצבאיים,15,The military
מיועד,15,intended
התאבדות,15,suicide
באותן,15,In the same
המנהיג,15,The leader
היעד,15,Target
הטיל,15,Imposed
מילות,15,Words
גדעון,15,Gideon
ובעלי,15,And my husband
הון,15,capital
משרה,15,job
נבחרים,15,Selected
הינם,15,Are
שכלל,15,Included
לאלה,15,To those
סובלים,15,Suffer
הורדת,15,Download
ללשון,15,To the tongue
וקצת,15,And a little
מעניינות,15,Interesting
לחיי,15,To my life
קדושים,15,Saints
רייגן,15,Reagan
בוחרים,15,Choosing
שידע,15,Who knew
בניהול,15,In managing
יזכה,15,Will win
משפחתה,15,Her family
התקבל,15,Has been accepted
רפואית,15,Medical
נכות,15,disability
עוזרת,15,maid
מתרחשת,15,Occurs
תפקוד,15,functioning
הראשוני,15,The initial
אחי,15,My brother
להשתלב,15,integrate
המצאת,15,Inventing
צדדית,15,Sides
מינה,15,Appointed
רמי,15,rummy
בוועדה,15,In the committee
יקבלו,15,Will receive
וזכה,15,And won
עולמי,15,global
רעה,15,evil
בממשלה,15,In the government
הועלתה,15,Has been raised
לוויין,15,Satellite
שיכולים,15,Who can
בפעולות,15,In actions
לבתי,15,To my daughter
נמשיך,15,We will continue
בקנה,15,In the barrel
צופים,15,Viewers
למשהו,15,For something
לפופולריות,15,To popularity
מהאתר,15,From the site
מפשע,15,Crime
וראש,15,And head
הנהלים,15,The procedures
מזיק,15,harmful
בתוספת,15,Plus
מצוינת,15,Excellent
נכלל,15,Included
מובהק,15,distinct
זכיתי,15,I have won
מחלקות,15,Departments
היהודיות,15,The Jews
הכתר,15,The crown
מזרחית,15,East
היצורים,15,The creatures
היסטוריים,15,Historical
ששמו,15,Its name
לפרק,15,dismantle
נוכח,15,present
ההתייחסות,15,The reference
בולטת,15,Prominent
הסתיימה,15,Ended
פלג,15,faction
דגים,15,Fish
המסורתי,15,Traditional
הגנת,15,Protection
הסוכנות,15,The agency
רצתה,15,She wanted
המקומי,15,The local
להרים,15,lift
גבה,15,eyebrow
עושות,15,Do
יפתח,15,Will open
אוריאל,15,Uriel
ככלל,15,As a rule
בחיוך,15,With a smile
למילה,15,For the word
לזוג,15,couple
ליאור,15,Lior
אדירה,15,Tremendous
אדיר,15,mighty
הקורבנות,15,The victims
הדרכה,15,training
ההכשרה,15,Training
מטרתו,15,Its purpose
שייכים,15,Belong to
יציב,15,stable
רופאים,15,Doctors
האישור,15,Permit
באפריקה,15,In Africa
נעצר,15,arrested
המוקדמות,15,The early
גרמנים,15,Germans
לביקורות,15,For reviews
בנוי,15,Built
טנק,15,tank
התקדמות,15,progress
מתוחכם,15,sophisticated
שבט,15,tribe
החשבון,15,The account
המודל,15,The model
לגן,15,For garden
המדעית,15,Scientific
מעגל,15,circle
השלכות,15,Implications
מחזור,15,cycle
נתוני,15,Data
הנקודות,15,The points
האף,15,Nose
קוראי,15,Readers
מצה,15,Matzah
הצהריים,15,Noon
סיקור,15,Coverage
שעושים,15,Who do
כבן,15,As a son
שלושים,15,thirty
וחמש,15,And five
התזמורת,15,The orchestra
המסעדה,15,The restaurant
מסדרת,15,A series
וו,15,hook
הסתכלתי,15,I looked
חולצה,15,shirt
הריכוז,15,Concentration
הרישום,15,The registration
הירדן,15,The Jordan
ברכב,15,In a vehicle
שפע,15,abundance
חוקיות,15,legality
החפירות,15,Excavations
התקיים,15,Took place
המבצר,15,The fortress
למדע,15,To science
גבורה,15,heroism
היחידי,15,The only one
הכהן,15,The priest
ההיסטורית,15,Historical
באלימות,15,Violently
שטחי,15,superficial
זניח,15,Negligible
הגנרל,15,The general
באש,15,On fire
שנעשו,15,Made
ללימוד,15,To study
רצו,15,Have wanted
הגבר,15,The man
מצבה,15,gravestone
כיכר,15,A square
במאבק,15,In the fight
קווים,15,Lines
מפלצות,15,Monsters
פגישה,15,meeting
בחלקים,15,In parts
אבק,15,dust
אנושית,15,Human
הקשורות,15,Associated with
רפואיים,15,Medical
פרטיות,15,privacy
טיסות,15,Flights
בקטע,15,In the section
לנוח,15,rest
בכדור,15,In the ball
מרשימת,15,List
פוליטיקאים,15,Politicians
הנפט,15,Oil
תסכים,15,Will agree
מליון,15,A million
נעימה,15,tone
בפורנוגרפיה,15,In pornography
הפעולות,15,The actions
תחילתה,15,Its beginning
למין,15,sort
כמקור,15,As a source
להגדרה,15,For definition
צניעות,15,modesty
מילר,15,Miller
ההוכחה,15,Proof
לאבד,15,lose
נאסר,15,Was banned
שעכשיו,15,Now
שריר,15,muscle
הררי,15,mountainous
רומא,15,Rome
ביקשו,15,Asked for
נימוקים,15,Reasons
ולגבי,15,And for
טיעונים,15,Arguments
המשפחתי,15,The family
לינקולן,15,Lincoln
מסמל,15,Signifies
ריח,15,smell
המסמך,15,The document
גשם,15,rain
והרי,15,After all
להקות,15,Bands
הנפגעים,15,The casualties
תפקידה,15,Role
שאכן,15,Indeed
השפיע,15,Influenced
סטודנט,15,student
נפח,15,volume
גב,15,back
נסע,15,Traveled
צוחק,15,Laughs
סודי,15,secret
נאה,15,handsome
מהעבודה,15,From work
מקופת,15,From a period
בקופת,15,In the box
דנה,15,Dana
הצהרה,15,statement
טיפולי,15,Therapeutic
שעתיים,15,Two hours
מחודש,15,renewed
הופסקה,15,Has been discontinued
להקפיד,15,Make sure
הכשרות,15,Kosher
הדרישות,15,The requirements
לחצו,15,Press
פירוק,15,Dismantling
קראה,15,Read
השיבה,15,Replied
עיניה,15,Her eyes
ושתי,15,And two
כנפיים,15,Wings
תרשים,15,chart
תפסיק,15,Stop
אהב,15,Liked
מכר,15,sale
תומר,15,Tomer
מתה,15,Died
חדרה,15,A room
קשת,15,arch
שמחים,15,Happy
ול,15,And
איזכור,15,A mention
לכינוי,15,To the nickname
קדומות,15,Ancients
תנו,15,Give
לצחוק,15,laugh
תחשוב,15,Think
פסיכולוגיה,15,psychology
ואח,15,And l
בויקישיתוף,15,In a drummer
להתפתח,15,develop
מספיקה,15,Is enough
ישעיהו,15,Isaiah
הנחיתה,15,Landing
ממלכת,15,Kingdom
אורכו,15,Its length
תורמים,15,Contributors
הצפיפות,15,The density
הוסרו,15,Have been removed
כמדומני,15,As well
מתעקש,15,Insists
ברובם,15,Most of them
הציור,15,The painting
המקביל,15,Corresponding
מעריצים,15,Fans
לימין,15,To the right
מכוסה,15,covered
מלאכה,15,craft
ברלין,15,Berlin
למחוז,15,To the district
השמיני,15,The eighth
בעיקרון,15,Basically
כתיבתו,15,His writing
למקורות,15,To the sources
מימן,15,hydrogen
והייתה,15,And was
הקתדרלה,15,The cathedral
שיפוץ,15,Renovation
נין,15,great grandchild
חלוקות,15,Divisions
המפעיל,15,The operator
מהתבנית,15,From the mold
לארכב,15,crank
גלויה,15,postcard
גפן,15,vine
דמוקרטי,15,democratic
איגוד,15,A union
התכוונת,15,You meant
מפוזרים,15,Scattered
רבן,15,A rabbi
עמיחי,15,Amichai
חוג,15,circle
תורגמו,15,Translated
הוצעו,15,Have been offered
התעתיק,15,The transcript
כראש,15,As a head
הבהרת,15,Clarification
סבירות,15,reasonability
בצפת,15,In Safed
דורשת,15,Requires
תלמוד,15,Talmud
לורנס,15,Lawrence
הבחינות,15,The exams
טאו,15,Tao
חוצפה,15,gall
במקורות,15,In the sources
ארמסטרונג,15,Armstrong
עניינית,15,A matter of fact
האיכות,15,The quality
גלקסיות,15,Galaxies
מחבלים,15,Terrorists
לסדרת,15,For a series
הצמד,15,The pair
סבבה,15,Good
פגעו,15,Hit
ואשמח,15,And would be happy
אבדוק,15,I will check
בעיניך,15,To your eyes
בנאי,15,constructor
בגרמנית,15,In German
מנהג,15,custom
נצרות,15,Christianity
השחית,15,The corruption
למושג,15,To the concept
נינצ,15,Ninc
כחודש,15,About a month
גרוזיה,15,Georgia
השכתוב,15,Rewrite
היפוך,15,Reversal
מבלבל,15,confusing
להרחבה,15,For an extension
צבר,15,Sabra
פלילי,15,criminal
הזכרים,15,The males
מנהלת,15,Manager
פרסי,15,Persian
וורד,15,Word
תקפה,15,Valid
השחור,15,The black
עובדתי,15,factual
מועתק,15,copied
פירושו,15,Means
שחזור,15,reconstruction
המדויק,15,The exact
משוואות,15,Equations
מאיזה,15,From which
יי,15,Yi
זולה,15,Cheap
ישוב,15,settlement
נמל,15,port
לגזור,15,cut
בביטוי,15,In the phrase
הטורקית,15,Turkish
סופי,15,final
ישמעאל,15,Ishmael
האסטרונאוטים,15,The astronauts
הגלגלים,15,The wheels
ההפצצות,15,The bombings
טליראן,15,Taliran
אורחות,15,Guests
ימורי,15,Yumori
הפעוט,15,Toddler
השמועות,14,Rumors
שנולד,14,Born
וחוסר,14,And lack
ואבא,14,And dad
הסיר,14,The pot
מאחור,14,behind
ביקשה,14,Asked for
באיש,14,In a man
מסוגלת,14,Capable
בתקופות,14,During periods
מגדיר,14,Defines
איזון,14,Balance
במעבדה,14,In the lab
לנקודת,14,To a point
לשוחח,14,talk
סל,14,basket
מייצרים,14,Produce
גיליתי,14,I discovered
הבחור,14,The guy
לטובה,14,for the better
רשם,14,registrar
הלבוש,14,Attire
סיבת,14,A cause
במערכות,14,In systems
כלא,14,prison
שיבוא,14,To come
מקומה,14,Place
מהתחלה,14,at first
ביחסים,14,In the relationship
להכריז,14,declare
להגביל,14,limit
מגבלות,14,Restrictions
התביעה,14,The claim
במפגש,14,In the meeting
נדע,14,We will know
כשאין,14,When there is no
מביאה,14,Brings
שמור,14,Reserved
מתאימות,14,Fit
לאינטרנט,14,Internet
ערכית,14,Value
מהדורות,14,Editions
מרגישים,14,Feel
למידה,14,learning
חילוניים,14,Secular
פריטים,14,Items
רחוקות,14,Far away
להוות,14,constitute
פועלות,14,proletariat
למים,14,To water
שאחד,14,That one
במחצית,14,In half
כחבר,14,As a friend
הניסיון,14,Attempt
מרכיב,14,component
קבלו,14,Get
הרגשות,14,The emotions
השלב,14,The phase
השפעתו,14,His influence
יאנג,14,Young
ממונה,14,superior
המקומיות,14,Locals
הבדיקות,14,The tests
השיב,14,Replied
יישובים,14,Settlements
מוקד,14,focus
היישובים,14,The localities
שהביא,14,That brought
בבנק,14,In the bank
הדרום,14,South
שימור,14,Preservation
און,14,And
חוסיין,14,Hussein
צפוף,14,dense
שבמקרה,14,In the case of
נוצרת,14,Formed
השורות,14,The lines
שכולנו,14,That we all
בעקבותיו,14,In the wake of it
פלילית,14,Criminal
ואולם,14,But
דאז,14,then
המסר,14,The message
הממונה,14,The supervisor
וערכים,14,And values
המועמדים,14,Candidates
ממאה,14,From a century
תוחלת,14,expectation
הרופא,14,The doctor
ממערכת,14,From a system
הפסקת,14,A break
ממשפחת,14,From a family
הסרטן,14,The cancer
מכתבים,14,Letters
למאה,14,To a century
קדומה,14,Ancient
המלח,14,The salt
במפעל,14,In a factory
נדירים,14,Rare
שלקח,14,Who took
סודות,14,Secrets
בקשתו,14,His request
האותיות,14,The letters
מחכים,14,Are waiting for
השתנו,14,Changed
התרומה,14,The donation
מהגרים,14,Migrants
להתעסק,14,mess
בשפת,14,In the language
המצביעים,14,Voters
בדואר,14,by mail
העיתונים,14,The newspapers
לחוש,14,sense
בייחוד,14,Especially
לשבור,14,break
תסמונת,14,syndrome
קרויה,14,Called
ממצאים,14,Findings
הלחץ,14,The pressure
מופנה,14,directed
המס,14,The tax
מבחוץ,14,from outside
בבעלות,14,Owned
מדויקים,14,Precise
צעדים,14,Steps
יכלו,14,Could
ושלוש,14,And three
היחידים,14,The only ones
ניצחה,14,Won
הפסיד,14,Has lost
שחושב,14,Who thinks
יונייטד,14,United
וכאשר,14,And when
דון,14,don
קריאות,14,readability
האיטלקי,14,Italian
משלושה,14,From three
הבעייה,14,The problem
החוזה,14,The contract
התרחש,14,Occurred
הנגב,14,The Negev
במשהו,14,In something
התגלה,14,Has been discovered
באורך,14,In length
הרלוונטיים,14,Relevant
הדרכים,14,The ways
התחושה,14,The feeling
העברה,14,transference
נחשבו,14,Were considered
איציק,14,Itzik
בברזיל,14,In Brazil
אסתר,14,Esther
פרסים,14,Awards
מוזכרת,14,Mentioned
שניתנו,14,Rendered
שעת,14,Time
המאמץ,14,The effort
זעם,14,rage
חודשי,14,Monthly
האנטי,14,Anti
החברתי,14,The social
משירות,14,From service
סלע,14,rock
שחל,14,That applies
לקבוצת,14,To the group
בחומרים,14,In the materials
שומן,14,fat
התקפות,14,Attacks
מעקב,14,tracking
העסקים,14,Business
בלימודי,14,In my studies
לשר,14,To the minister
שוחררו,14,Have been released
ליברמן,14,Lieberman
דולרים,14,Dollars
שוני,14,difference
מתוק,14,sweet
בחג,14,On holiday
תערובת,14,mixture
נישואים,14,Marriage
שבן,14,A son
בשנית,14,Again
ערכו,14,Edited
משלוש,14,triangular
אהרון,14,Aaron
בדמות,14,In the character
לבדה,14,by herself
אישר,14,Confirmed
חובות,14,Duties
הלשכה,14,The bureau
המחוזות,14,The districts
מחיי,14,From my life
מעבירים,14,Transfer
לימון,14,lemon
אילת,14,Eilat
מבוטל,14,canceled
הוציאה,14,Has issued
שקטה,14,Quiet
ברכות,14,Blessings
השקעה,14,investment
עבדו,14,Have worked
משאירים,14,Leaving
הפרמטרים,14,The parameters
שחסר,14,Lacking
מכמה,14,From some
מנהלי,14,administrative
הכיתוב,14,The caption
נגיף,14,virus
חיידקים,14,Bacteria
במעט,14,Slightly
למציאת,14,To find
לשינויים,14,For changes
לתחלואה,14,For a morbidity
וייתכן,14,And may
ההחלטות,14,The decisions
ראייה,14,Vision
הנזק,14,The damage
בצרפתית,14,In French
חמים,14,warm
מסקנות,14,Conclusions
נצחיה,14,Her eternity
גרמו,14,Have caused
גנים,14,Genes
ואב,14,And a father
מתואר,14,described
מבוא,14,introduction
בכוונה,14,Intentionally
רוצחים,14,Killers
מהעולם,14,From the world
שפשוט,14,Just
באוטובוס,14,On the bus
דינה,14,Dina
נער,14,boy
הקיר,14,The wall
מוסר,14,moral
הטקס,14,The ceremony
זלמן,14,Zalman
אמירה,14,statement
הלשון,14,The tongue
לתשובה,14,For an answer
העצים,14,The trees
עיניי,14,My eyes
חוט,14,wire
תכשיטים,14,jewelry
צבעוני,14,tulip
אנה,14,Anna
אהבו,14,Loved
איבר,14,organ
למדוד,14,measure
תלויה,14,Depends on
בהדרגה,14,gradually
רכוש,14,property
ירון,14,Yaron
הסמוך,14,Next
בכניסה,14,At the entrance
ואחריו,14,Followed by
ציונים,14,Grades
רעב,14,hunger
בחפירות,14,In excavations
זיוף,14,forgery
מפוקפק,14,questionable
ההתיישבות,14,The settlement
המורדים,14,The rebels
שעשו,14,Who made
המטבעות,14,The coins
שנמצאו,14,Found
לחסל,14,eliminate
ידיו,14,His hands
מצור,14,siege
הרומי,14,Roman
בקרבות,14,In the battles
למוות,14,To death
מסדר,14,order
ובראשונה,14,And first
הציונות,14,Zionism
ברצח,14,In the murder
ישנים,14,Are old
הקריאה,14,Reading
מקומיות,14,Local
במוח,14,In the brain
פז,14,Paz
מצויינת,14,Excellent
הבשר,14,The meat
מודרני,14,modern
והרבה,14,And a lot
נאס,14,Nas
כאיש,14,As a man
דרושה,14,Required
לדווח,14,To report
הבאתי,14,I brought
הזווית,14,Angle
הטורניר,14,The tournament
הסיום,14,The finish
הנתון,14,The figure
שידוע,14,Known
ווקר,14,Walker
העתיק,14,The ancient
חוכמה,14,Wisdom
להכיל,14,contain
בפעולה,14,in action
עוקב,14,following
אזרחית,14,Civilian
בינה,14,wisdom
הגיון,14,logic
להכרה,14,To recognize
קנדי,14,Canadian
קנדה,14,Canada
עסקה,14,transaction
המתנגדים,14,Opponents
נובע,14,Derived from
קובעת,14,Determines
יימצא,14,Will be found
החוקה,14,The constitution
בסרטי,14,In the movies
שנערכו,14,Made
שמותר,14,Allowed
תורם,14,donor
באתרי,14,On the sites
נסו,14,Try
קורבן,14,Victim
הצער,14,The grief
כוונת,14,Intention
האסלאם,14,Islam
גמישות,14,flexibility
בנקודה,14,At a point
ובאופן,14,And in a way
הגאולה,14,Redemption
אשכנז,14,Ashkenaz
לחדש,14,renew
גלויות,14,openly
ברצוני,14,I would like to
יפות,14,Beautiful
הקדיש,14,Dedicated
גרידא,14,Purely
הסובייטית,14,Soviet
בטבע,14,In nature
פלסטיק,14,Plastic
שימושים,14,Uses
זוהר,14,shine
לתקשר,14,To communicate
שיצר,14,Who created
רוג,14,Roga
טיסה,14,flight
לאלבום,14,To the album
ממי,14,From whom
יחידת,14,Unit
טכנולוגיה,14,technology
מוזכרים,14,Are mentioned
בתפקידים,14,In the roles
הספה,14,The couch
קצינים,14,Officers
פלדה,14,steel
בפורום,14,In the forum
החסידות,14,Hasidism
הערוץ,14,The channel
זדון,14,malice
חתום,14,signed
השתלמות,14,advanced study
לממש,14,realize
מצריך,14,Requires
ותוך,14,And by
ממשרד,14,From office
במידע,14,In information
שהה,14,Stayed
משתתף,14,participant
רישוי,14,Licensing
באירועים,14,At events
ניצולי,14,Survivors
מד,14,gauge
לעת,14,For now
תעשייה,14,Industry
תדאג,14,Will worry about
נראתה,14,Looked
מתנה,14,gift
למקומות,14,To places
זכרון,14,memory
שלג,14,snow
אמצא,14,I will find
בקש,14,Request
הבופלו,14,The Buffalo
מתנות,14,Gifts
הבחנה,14,distinction
לירח,14,To the moon
שומעת,14,Hears
צדקה,14,charity
פרשים,14,Case
לנוע,14,move
יאשק,14,Yak
הקטנות,14,The little ones
אחלה,14,Any
מכה,14,blow
בצפיפות,14,Densely
לקיומו,14,For its existence
חור,14,hole
הירוק,14,The green
לנוסח,14,To formulate
ירודה,14,Poor
בתיאטרון,14,In the theater
חיסול,14,Elimination
אינדקס,14,index
תשים,14,Put
ויקיחדשות,14,And rendered
במכון,14,At Institute
חפירות,14,Excavations
ארכאולוגיות,14,Archaeologies
והוספתי,14,And I added
הויקיפדים,14,The Wikipedia
הוכתר,14,Was crowned
לקורס,14,For a course
יליד,14,aborigine
בוסניה,14,Bosnia
לדרגת,14,To the rank
לימודים,14,Studies
שנויות,14,Are
בהצבעות,14,In votes
נסיונות,14,Attempts
התיישבות,14,Settlement
סגנונות,14,Styles
מוחקים,14,Erased
פורמט,14,format
ארז,14,cedar
שלפנינו,14,Before us
דואל,14,Duel
הימי,14,Naval
חיוג,14,dialing
שורשים,14,Roots
הנוהל,14,The procedure
משטר,14,regime
נפגעה,14,Has been injured
הקומיקס,14,The comic
ולהרחיב,14,And expand
פלישה,14,invasion
הצבאות,14,The armies
כפילות,14,duplication
הפליטים,14,The refugees
כיה,14,Soak
שבוצע,14,Performed
מתמטי,14,Mathematical
בעריכת,14,In editing
סטטיסטיקה,14,statistics
אעיר,14,I will comment
המודיעין,14,Intelligence
מסמכים,14,Documents
הבהרה,14,clarification
מדענים,14,Scientists
קפלר,14,Kepler
הקורס,14,The course
ביפו,14,In Jaffa
ממרכז,14,From the center
הלטינית,14,Latin
בקורס,14,In the course
אינפלציה,14,inflation
תרגם,14,translation
גרין,14,Green
תאוצה,14,acceleration
שהתבנית,14,That the pattern
הסגר,14,blockade
מתקן,14,device
העריכות,14,The edits
מנהטן,14,Manhattan
זמר,14,singer
אקדמי,14,academic
טיוטה,14,draft
הקיסרות,14,Empire
הרשיון,14,The license
אלדד,14,Eldad
עצמים,14,Objects
נדפס,14,Printed
אנרכיזם,14,Anarchism
גלית,14,Goliath
ויקיפדיות,14,Wikipedia
משתדל,14,Tries
שביעי,14,seventh
פרויד,14,Freud
טבלאות,14,Tables
מכהן,14,Serves
בנוסח,14,In a word
כנס,14,conference
אגד,14,bundle
גנטי,14,genetic
מקורו,14,Originated
האזרחי,14,Civilian
שטות,14,nonsense
שקול,14,Consider
זלזול,14,contempt
דניס,14,Dennis
מתמטית,14,Mathematical
עריכת,14,Editing
לנקות,14,clean
שומרון,14,Samaria
לקישור,14,For a link
לתוכן,14,For content
סי,14,si
ליחס,14,To attitude
מיפוי,14,Mapping
הגרעין,14,The nucleus
פרו,14,Peru
שיכתוב,14,To write
פיתרון,14,A solution
ספוילרים,14,ספוילרים
ידנית,14,Manually
אופטית,14,Optical
משער,14,A guess
חותמים,14,Signs
עודדי,14,Oded
אצליח,14,I will succeed
הרס,14,destruction
אעלה,14,I will come up
פייר,14,Pierre
צודקים,14,Right
החלקיקים,14,The particles
שקרים,14,Lies
משתייכים,14,Belong to
זעירה,14,Tiny
גברי,14,male
מסה,14,mass
הפסיק,14,Stopped
השלמים,14,The whole
המסכה,14,The mask
המרוכבים,14,The rides
נגסאקי,14,Nagasaki
המבקשים,14,Applicants
זדורוב,14,Zdorov
סולימאני,14,Suleimani
